ATCOCode,LocalityName,ParentLocalityName,Longitude,Latitude
1800EB34761,Abbey Hey,Gorton,-2.158981,53.46968
1800EB34771,Abbey Hey,Gorton,-2.15901,53.46944
1800EB34781,Abbey Hey,Gorton,-2.158008,53.46737
1800EB34791,Abbey Hey,Gorton,-2.157736,53.46712
1800EB34801,Abbey Hey,Gorton,-2.159842,53.46648
1800EB34811,Abbey Hey,Gorton,-2.16067,53.46623
1800EB34821,Abbey Hey,Gorton,-2.163125,53.466
1800EB34831,Abbey Hey,Gorton,-2.163908,53.4661
1800EB34841,Abbey Hey,Gorton,-2.165152,53.46435
1800EB34851,Abbey Hey,Gorton,-2.165226,53.46423
1800EBH0501,Abbey Hey,Gorton,-2.155842608,53.46828094
1800EBH0502,Abbey Hey,Gorton,-2.156206,53.46882
1800EBH0511,Abbey Hey,Gorton,-2.15209,53.4658
1800EBH0512,Abbey Hey,Gorton,-2.153984,53.46678
1800EBH2031,Abbey Hey,Gorton,-2.155977919,53.46820886
1800EHH2121,Abbey Hey,Gorton,-2.155553,53.4675
1800ED03451,Abbey Hills,,-2.084079,53.52965
1800ED03511,Abbey Hills,,-2.083701,53.52927
1800ED08761,Abbey Hills,,-2.086779,53.52943
1800EDH1261,Abbey Hills,,-2.085106,53.53019
1800EDH1262,Abbey Hills,,-2.085106,53.53019
1800WK03771,Abbey Lane,Leigh,-2.53534,53.51541
1800WK08641,Abbey Lane,Leigh,-2.532586,53.51711
1800WK08642,Abbey Lane,Leigh,-2.532586,53.51711
1800WK08651,Abbey Lane,Leigh,-2.534888,53.51668
1800WK08681,Abbey Lane,Leigh,-2.533706,53.51503
1800WK10501,Abbey Lane,Leigh,-2.53251,53.51702
1800WK35651,Abbey Lane,Leigh,-2.530667,53.51682
1800WK35661,Abbey Lane,Leigh,-2.530266,53.51729
1800WK01661,Abram,Wigan,-2.586205,53.51636
1800WK01671,Abram,Wigan,-2.587517,53.51631
1800WK01681,Abram,Wigan,-2.590487,53.51626
1800WK01691,Abram,Wigan,-2.593788713,53.51616434
1800WK01701,Abram,Wigan,-2.594042936,53.51601027
1800WK01711,Abram,Wigan,-2.596577,53.51609
1800WK01721,Abram,Wigan,-2.596291747,53.5161339
1800WK01731,Abram,Wigan,-2.596852,53.51524
1800WK01741,Abram,Wigan,-2.597421,53.51602
1800WK07281,Abram,Wigan,-2.590488,53.51634
1800WK08601,Abram,Wigan,-2.595129,53.51176
1800WK08721,Abram,Wigan,-2.592437,53.50359
1800WK37751,Abram,Wigan,-2.596103,53.51345
1800WK37761,Abram,Wigan,-2.595438,53.51225
1800WK37771,Abram,Wigan,-2.595767,53.51315
1800WK37781,Abram,Wigan,-2.592514,53.50917
1800WK37791,Abram,Wigan,-2.592657,53.50855
1800WK37801,Abram,Wigan,-2.592547,53.50718
1800WK37811,Abram,Wigan,-2.592503773,53.50622041
1800WK37821,Abram,Wigan,-2.59269,53.50552
1800WK37831,Abram,Wigan,-2.591986,53.50265
1800WK37841,Abram,Wigan,-2.592191,53.5033
1800WK37861,Abram,Wigan,-2.591971,53.49722
1800WK37871,Abram,Wigan,-2.591902,53.49663
1800WKH2991,Abram,Wigan,-2.592861,53.51561
1800WKH2992,Abram,Wigan,-2.592861,53.51561
1800WKH3001,Abram,Wigan,-2.590076,53.51601
1800WKH3002,Abram,Wigan,-2.590076,53.51601
1800SG00051,Adswood,,-2.17701,53.3943
1800SG00061,Adswood,,-2.17656,53.39422
1800SG00071,Adswood,,-2.17958,53.39495
1800SG00081,Adswood,,-2.17945,53.39503
1800SG05341,Adswood,,-2.180998,53.38317
1800SG05351,Adswood,,-2.180199,53.38627
1800SG05991,Adswood,,-2.183091,53.38747
1800SG07301,Adswood,,-2.167446,53.38917
1800SG07311,Adswood,,-2.168542,53.38868
1800SG07321,Adswood,,-2.169265,53.3889
1800SG07331,Adswood,,-2.169729,53.38837
1800SG07341,Adswood,,-2.169618,53.39082
1800SG07351,Adswood,,-2.169814,53.39087
1800SG07361,Adswood,,-2.172438,53.39291
1800SG07371,Adswood,,-2.174962,53.39222
1800SG07381,Adswood,,-2.176261,53.39365
1800SG07391,Adswood,,-2.174414,53.39445
1800SG07401,Adswood,,-2.171194,53.39393
1800SG07411,Adswood,,-2.167611,53.3928
1800SG07421,Adswood,,-2.167446,53.39289
1800SG07961,Adswood,,-2.185896,53.39616
1800SG07971,Adswood,,-2.185441,53.39543
1800SG07981,Adswood,,-2.184635,53.39325
1800SG08011,Adswood,,-2.184089,53.39217
1800SG08021,Adswood,,-2.183073,53.39014
1800SG08031,Adswood,,-2.181881,53.38927
1800SG08041,Adswood,,-2.180492,53.38799
1800SG08051,Adswood,,-2.177826,53.38682
1800SG08061,Adswood,,-2.173152,53.38719
1800SG08071,Adswood,,-2.172911,53.3871
1800SG09821,Adswood,,-2.182045033,53.38741738
1800SG16631,Adswood,,-2.178202105,53.3867507
1800SG16671,Adswood,,-2.184505,53.38753
1800SG34481,Adswood,,-2.180432,53.38427
1800SG46131,Adswood,,-2.181511109,53.38705132
1800SGH3711,Adswood,,-2.176039,53.39446
1800NC04861,Affetside,Bury,-2.372398,53.61914
1800NC04871,Affetside,Bury,-2.370616015,53.6175544
1800NC05341,Affetside,Bury,-2.370781825,53.61749995
1800NCH4513,Affetside,Bury,-2.357558,53.60719
1800WA11461,Affetside,Bury,-2.364105092,53.61105788
1800WA11471,Affetside,Bury,-2.367764967,53.61477682
1800WA13981,Affetside,Bury,-2.363954645,53.61113923
1800WA13982,Affetside,Bury,-2.364152,53.61128
1800WA13991,Affetside,Bury,-2.367930614,53.61470441
1800WA13992,Affetside,Bury,-2.367763,53.6146
1800NF09851,Agecroft,Salford,-2.301859,53.50883
1800NF17931,Agecroft,Salford,-2.297457,53.51111
1800NF17941,Agecroft,Salford,-2.294143,53.51382
1800NF17951,Agecroft,Salford,-2.293286,53.51418
1800NF40661,Agecroft,Salford,-2.294296,53.50982
1800NF40671,Agecroft,Salford,-2.294209,53.51035
1800NF40681,Agecroft,Salford,-2.295771,53.51153
1800NF40691,Agecroft,Salford,-2.295378,53.51143
1800NF42051,Agecroft,Salford,-2.29528,53.51249
1800NF42061,Agecroft,Salford,-2.307521514,53.50996289
1800NF42071,Agecroft,Salford,-2.300951,53.51046
1800NF42081,Agecroft,Salford,-2.305881,53.51045
1800NFH0091,Agecroft,Salford,-2.308195,53.51347
1800NFH0092,Agecroft,Salford,-2.308195,53.51347
1800NFH0131,Agecroft,Salford,-2.30903,53.5101
1800NFH0132,Agecroft,Salford,-2.30903,53.5101
1800NFH1931,Agecroft,Salford,-2.301834,53.50964
1800NFH1941,Agecroft,Salford,-2.302017,53.50988
1800NC00191,Ainsworth,Bury,-2.371362,53.58891
1800NC00201,Ainsworth,Bury,-2.37136,53.5887
1800NC00211,Ainsworth,Bury,-2.375365433,53.58719507
1800NC00221,Ainsworth,Bury,-2.375184,53.58716
1800NC03701,Ainsworth,Bury,-2.353621,53.58832
1800NC03771,Ainsworth,Bury,-2.353502,53.58844
1800NC22191,Ainsworth,Bury,-2.353125,53.58858
1800NC22201,Ainsworth,Bury,-2.351389221,53.58869704
1800NC22221,Ainsworth,Bury,-2.356159,53.58824
1800NC22231,Ainsworth,Bury,-2.357426,53.58799
1800NC22241,Ainsworth,Bury,-2.360234,53.58786
1800NC22251,Ainsworth,Bury,-2.361971,53.58776
1800NC22261,Ainsworth,Bury,-2.364801,53.58842
1800NC22271,Ainsworth,Bury,-2.365117,53.58825
1800NC22281,Ainsworth,Bury,-2.36701,53.58875
1800NCH3741,Ainsworth,Bury,-2.357816,53.58776
1800NCH3742,Ainsworth,Bury,-2.357862,53.5878
1800NCH3751,Ainsworth,Bury,-2.35744,53.58604
1800NCH3752,Ainsworth,Bury,-2.35744,53.58604
1800SB05751,Albert Square,Manchester City Centre,-2.244696886,53.48002372
1800SB05761,Albert Square,Manchester City Centre,-2.243881052,53.47964788
1800SB05771,Albert Square,Manchester City Centre,-2.244123,53.47978
1800SB12541,Albert Square,Manchester City Centre,-2.243321,53.47927
1800SB45371,Albert Square,Manchester City Centre,-2.245898,53.47926
1800SB45391,Albert Square,Manchester City Centre,-2.245763,53.47945
1800SB45401,Albert Square,Manchester City Centre,-2.245395,53.47837
1800SBH1201,Albert Square,Manchester City Centre,-2.242056,53.4794
1800SBT0111,Albert Square,Manchester City Centre,-2.245537,53.4795
1800NF28821,Alder Forest,Worsley,-2.375776907,53.49394811
1800NF28831,Alder Forest,Worsley,-2.375125,53.49361
1800NFH0451,Alder Forest,Worsley,-2.37309,53.49583
1800NFH0452,Alder Forest,Worsley,-2.371499,53.49601
1800NFH0461,Alder Forest,Worsley,-2.37504,53.49566
1800NFH0462,Alder Forest,Worsley,-2.373564,53.49606
1800NFH0471,Alder Forest,Worsley,-2.37602,53.49474
1800NFH0472,Alder Forest,Worsley,-2.376407,53.49537
1800NFH0571,Alder Forest,Worsley,-2.37389,53.49479
1800NFH0572,Alder Forest,Worsley,-2.375234,53.49394
1800NFH0671,Alder Forest,Worsley,-2.379386,53.49137
1800NFH0681,Alder Forest,Worsley,-2.380158,53.49175
1800NFH0861,Alder Forest,Worsley,-2.371763987,53.49531976
1800NFH0862,Alder Forest,Worsley,-2.371912,53.49506
1800SB08831,Alexandra Park,Whalley Range,-2.249397,53.4542
1800SB31851,Alexandra Park,Whalley Range,-2.252522,53.45558
1800SB31901,Alexandra Park,Whalley Range,-2.253436,53.45472
1800SB31911,Alexandra Park,Whalley Range,-2.252337,53.45475
1800SB31921,Alexandra Park,Whalley Range,-2.252402,53.45313
1800SB31931,Alexandra Park,Whalley Range,-2.25232,53.45196
1800SB31941,Alexandra Park,Whalley Range,-2.252122,53.45161
1800SB31951,Alexandra Park,Whalley Range,-2.252139638,53.44940246
1800SB31961,Alexandra Park,Whalley Range,-2.251958,53.44931
1800SBH0341,Alexandra Park,Whalley Range,-2.251217,53.44881
1800SBH0342,Alexandra Park,Whalley Range,-2.251217,53.44881
1800SBH1491,Alexandra Park,Whalley Range,-2.253134,53.4521
1800SBH1492,Alexandra Park,Whalley Range,-2.253134,53.4521
1800NE00751,Alkrington,Middleton,-2.191807,53.54322
1800NE00981,Alkrington,Middleton,-2.18241,53.53813
1800NE02481,Alkrington,Middleton,-2.19375,53.54254
1800NE04761,Alkrington,Middleton,-2.206194,53.53513
1800NE07761,Alkrington,Middleton,-2.192313,53.54501
1800NE07771,Alkrington,Middleton,-2.193409,53.5438
1800NE07781,Alkrington,Middleton,-2.193631,53.54289
1800NE07851,Alkrington,Middleton,-2.187026,53.53706
1800NE07861,Alkrington,Middleton,-2.187014,53.53778
1800NE07871,Alkrington,Middleton,-2.186466,53.5401
1800NE07931,Alkrington,Middleton,-2.185322,53.54058
1800NE07941,Alkrington,Middleton,-2.182795,53.53902
1800NE07951,Alkrington,Middleton,-2.183067,53.53913
1800NE07961,Alkrington,Middleton,-2.180962,53.53742
1800NE07971,Alkrington,Middleton,-2.179847,53.53779
1800NE15271,Alkrington,Middleton,-2.202786,53.53862
1800NE43311,Alkrington,Middleton,-2.205997,53.53486
1800NE43331,Alkrington,Middleton,-2.204843,53.53656
1800NE43341,Alkrington,Middleton,-2.204137,53.53711
1800NE43381,Alkrington,Middleton,-2.203248,53.53745
1800NE43401,Alkrington,Middleton,-2.202037,53.53976
1800NE43411,Alkrington,Middleton,-2.20124,53.54037
1800NE43421,Alkrington,Middleton,-2.200926895,53.54110067
1800NE43431,Alkrington,Middleton,-2.200148772,53.54248618
1800NE43441,Alkrington,Middleton,-2.200021,53.54425
1800NEH0351,Alkrington,Middleton,-2.201411,53.5351
1800NEH0352,Alkrington,Middleton,-2.201411,53.5351
1800NEH0921,Alkrington,Middleton,-2.201235,53.533
1800NEH0922,Alkrington,Middleton,-2.201235,53.533
1800NEH1211,Alkrington,Middleton,-2.181917581,53.53494711
1800NEH1212,Alkrington,Middleton,-2.182204,53.53489
1800NEH1221,Alkrington,Middleton,-2.183100421,53.5363385
1800NEH1222,Alkrington,Middleton,-2.183173,53.53577
1800NEH1271,Alkrington,Middleton,-2.180624695,53.53603666
1800NEH1272,Alkrington,Middleton,-2.181029,53.53548
1800NEH1281,Alkrington,Middleton,-2.181174415,53.53404042
1800NEH1282,Alkrington,Middleton,-2.181007,53.53387
1800NEH1641,Alkrington,Middleton,-2.187761,53.54285
1800NEH1642,Alkrington,Middleton,-2.187761,53.54285
1800NEH1881,Alkrington,Middleton,-2.181234,53.5374
1800NEH1882,Alkrington,Middleton,-2.181234,53.5374
1800NEH3361,Alkrington,Middleton,-2.20296,53.53723
1800NEH3451,Alkrington,Middleton,-2.19478,53.54329
1800NEH4451,Alkrington,Middleton,-2.180428515,53.53602797
1800NEH4461,Alkrington,Middleton,-2.180903,53.53407678
1800NEH4471,Alkrington,Middleton,-2.181841643,53.53483038
1800NEH4481,Alkrington,Middleton,-2.182934493,53.53634774
1800EBH1851,Alkrington Garden Village,Alkrington,-2.196417,53.53185
1800NE01281,Alkrington Garden Village,Alkrington,-2.194589,53.53464
1800NE01291,Alkrington Garden Village,Alkrington,-2.193957,53.53493
1800NE04131,Alkrington Garden Village,Alkrington,-2.193481223,53.53969279
1800NE07791,Alkrington Garden Village,Alkrington,-2.193653,53.54092
1800NE07811,Alkrington Garden Village,Alkrington,-2.193713,53.53774
1800NE07821,Alkrington Garden Village,Alkrington,-2.193527,53.53662
1800NE07831,Alkrington Garden Village,Alkrington,-2.192634,53.53593
1800NE07841,Alkrington Garden Village,Alkrington,-2.191307,53.536
1800NE07881,Alkrington Garden Village,Alkrington,-2.187857,53.54071
1800NE07891,Alkrington Garden Village,Alkrington,-2.187434,53.54063
1800NE07901,Alkrington Garden Village,Alkrington,-2.190513,53.54071
1800NE07911,Alkrington Garden Village,Alkrington,-2.191207,53.54061
1800NE07921,Alkrington Garden Village,Alkrington,-2.192822,53.54071
1800NE43351,Alkrington Garden Village,Alkrington,-2.199128,53.53723
1800NE43361,Alkrington Garden Village,Alkrington,-2.194677,53.53724
1800NE43371,Alkrington Garden Village,Alkrington,-2.198269,53.53747
1800NEH0341,Alkrington Garden Village,Alkrington,-2.187454437,53.53488463
1800NEH0342,Alkrington Garden Village,Alkrington,-2.193339,53.53508
1800NEH1291,Alkrington Garden Village,Alkrington,-2.187453761,53.53473183
1800NEH1292,Alkrington Garden Village,Alkrington,-2.18851,53.53484
1800NEH1661,Alkrington Garden Village,Alkrington,-2.192399,53.54062
1800NEH3391,Alkrington Garden Village,Alkrington,-2.194617,53.53744
1800NEH3411,Alkrington Garden Village,Alkrington,-2.193619,53.54026
1800NEH3471,Alkrington Garden Village,Alkrington,-2.193591,53.53735
1800NEH3472,Alkrington Garden Village,Alkrington,-2.193591,53.53735
1800ED08801,Alt,Abbey Hills,-2.084919,53.52743
1800ED08811,Alt,Abbey Hills,-2.085297,53.5274
1800ED08821,Alt,Abbey Hills,-2.078792086,53.52569371
1800ED08831,Alt,Abbey Hills,-2.078203,53.52564
1800ED08931,Alt,Abbey Hills,-2.077319,53.52065
1800ED08941,Alt,Abbey Hills,-2.077123,53.52037
1800ED10301,Alt,Abbey Hills,-2.086354,53.52837
1800ED10311,Alt,Abbey Hills,-2.086098,53.5285
1800EDH0351,Alt,Abbey Hills,-2.085007,53.52611
1800EDH0352,Alt,Abbey Hills,-2.085007,53.52611
1800EDH0361,Alt,Abbey Hills,-2.087268,53.52497
1800EDH0362,Alt,Abbey Hills,-2.087268,53.52497
1800EDH0371,Alt,Abbey Hills,-2.086954,53.52631
1800EDH0372,Alt,Abbey Hills,-2.086954,53.52631
1800EDH0381,Alt,Abbey Hills,-2.085385,53.52644
1800EDH0382,Alt,Abbey Hills,-2.085385,53.52644
1800EDH0391,Alt,Abbey Hills,-2.084629,53.5255
1800EDH0392,Alt,Abbey Hills,-2.084629,53.5255
1800EDH0401,Alt,Abbey Hills,-2.083741,53.52663
1800EDH0402,Alt,Abbey Hills,-2.083741,53.52663
1800EDH0411,Alt,Abbey Hills,-2.083441,53.52708
1800EDH0412,Alt,Abbey Hills,-2.083531,53.5271
1800EDH1921,Alt,Abbey Hills,-2.083045,53.52566
1800EDH1922,Alt,Abbey Hills,-2.083045,53.52566
1800EDH3611,Alt,Abbey Hills,-2.082822,53.52699
1800ALTRNHM0,Altrincham,,-2.346711,53.38801
1800ALTRNHM1,Altrincham,,-2.346695,53.38789
1800ALTRNHM2,Altrincham,,-2.347193,53.38809
1800ALTRNHM3,Altrincham,,-2.347966,53.38707
1800AMIC001,Altrincham,,-2.347540046,53.38750947
1800AMIC002,Altrincham,,-2.347698,53.38743
1800AMIC0A,Altrincham,,-2.347282,53.38799
1800AMIC0A1,Altrincham,,-2.34741,53.38789
1800AMIC0B,Altrincham,,-2.347476,53.38781
1800AMIC0B1,Altrincham,,-2.34773,53.38762
1800AMIC0C,Altrincham,,-2.34761,53.38762
1800AMIC0C1,Altrincham,,-2.34785,53.38747
1800AMIC0D,Altrincham,,-2.347714,53.38748
1800AMIC0D1,Altrincham,,-2.34797,53.38732
1800AMIC0E,Altrincham,,-2.347832,53.38727
1800AMIC0E1,Altrincham,,-2.34814,53.38718
1800AMIC0F,Altrincham,,-2.347463,53.38804
1800AMIC0F1,Altrincham,,-2.347463,53.38804
1800AMIC0G,Altrincham,,-2.347612,53.38789
1800AMIC0G1,Altrincham,,-2.347612,53.38789
1800AMIC0H,Altrincham,,-2.347776,53.38771
1800AMIC0H1,Altrincham,,-2.347776,53.38771
1800AMIC0J,Altrincham,,-2.347865,53.38754
1800AMIC0J1,Altrincham,,-2.347865,53.38754
1800AMIC0K,Altrincham,,-2.347954,53.38737
1800AMIC0K1,Altrincham,,-2.347954,53.38737
1800AMICAR1,Altrincham,,-2.347253988,53.38821228
1800SJ01741,Altrincham,,-2.34662,53.38799
1800SJ08911,Altrincham,,-2.347103,53.38819
1800SJ09621,Altrincham,,-2.352814,53.38427
1800SJ09631,Altrincham,,-2.353158,53.384
1800SJ09661,Altrincham,,-2.349424,53.39069
1800SJ09831,Altrincham,,-2.355359,53.38294
1800SJ09841,Altrincham,,-2.355838,53.38272
1800SJ10611,Altrincham,,-2.352339,53.38318
1800SJ10811,Altrincham,,-2.352418,53.38365
1800SJ10821,Altrincham,,-2.351977,53.38482
1800SJ10831,Altrincham,,-2.35029,53.38443
1800SJ10841,Altrincham,,-2.349853015,53.38428566
1800SJ11201,Altrincham,,-2.350131,53.39437
1800SJ11221,Altrincham,,-2.348762,53.39251
1800SJ11231,Altrincham,,-2.348247,53.39206
1800SJ11241,Altrincham,,-2.346674,53.38902
1800SJ11251,Altrincham,,-2.346997,53.38991
1800SJ11901,Altrincham,,-2.348148,53.38167
1800SJ17711,Altrincham,,-2.349572,53.39045
1800SJ17831,Altrincham,,-2.347278,53.3894
1800SJ17841,Altrincham,,-2.347421,53.38844
1800SJ17851,Altrincham,,-2.349113,53.38938
1800SJ17881,Altrincham,,-2.348822,53.38877
1800SJ17891,Altrincham,,-2.348612,53.38885
1800SJ17901,Altrincham,,-2.347137,53.39049
1800SJ17911,Altrincham,,-2.346863,53.39012
1800SJ17921,Altrincham,,-2.346853,53.38881
1800SJ17961,Altrincham,,-2.348752,53.38939
1800SJ41631,Altrincham,,-2.350313,53.38177
1800SJ49391,Altrincham,,-2.348467,53.39316
1800SJ49401,Altrincham,,-2.34856,53.39346
1800SJE0891,Altrincham,,-2.347102,53.3881
1800SJE0901,Altrincham,,-2.348011,53.38709
1800SJH1561,Altrincham,,-2.349874,53.38504
1800SJH1562,Altrincham,,-2.349874,53.38504
1800SJH1731,Altrincham,,-2.34253,53.38975
1800SJH1732,Altrincham,,-2.342915,53.39095
1800SJH1771,Altrincham,,-2.340607,53.38625
1800SJH1772,Altrincham,,-2.340607,53.38625
1800SJH2061,Altrincham,,-2.356494,53.38747
1800SJH2062,Altrincham,,-2.356494,53.38747
1800SJH2121,Altrincham,,-2.341443,53.39113
1800SJH2131,Altrincham,,-2.340527,53.39128
1800SJH2141,Altrincham,,-2.34113,53.39335
1800SJH2142,Altrincham,,-2.34113,53.39335
1800SJH2211,Altrincham,,-2.34861,53.38679
1800SJH2212,Altrincham,,-2.34861,53.38679
1800SJH2221,Altrincham,,-2.345836,53.38589
1800SJH2222,Altrincham,,-2.345836,53.38589
1800SJH2231,Altrincham,,-2.346527,53.38393
1800SJH2232,Altrincham,,-2.346527,53.38393
1800SJH2241,Altrincham,,-2.351456,53.38549
1800SJH2242,Altrincham,,-2.351456,53.38549
1800SJH2251,Altrincham,,-2.353285,53.38658
1800SJH2252,Altrincham,,-2.353285,53.38658
1800SJH2261,Altrincham,,-2.351729,53.3876
1800SJH2262,Altrincham,,-2.351729,53.3876
1800SJH2271,Altrincham,,-2.351169,53.38717
1800SJH2272,Altrincham,,-2.351169,53.38717
1800SJH2281,Altrincham,,-2.352334,53.38613
1800SJH2282,Altrincham,,-2.352334,53.38613
1800SJH2291,Altrincham,,-2.350827,53.38575
1800SJH2292,Altrincham,,-2.350243,53.38602
1800SJH2371,Altrincham,,-2.350417,53.38895
1800SJH2372,Altrincham,,-2.350417,53.38895
1800SJH2611,Altrincham,,-2.355686,53.38784
1800SJH2612,Altrincham,,-2.355686,53.38784
1800SJH2771,Altrincham,,-2.352428,53.38842
1800SJH2801,Altrincham,,-2.349241,53.38666
1800SJH2841,Altrincham,,-2.344895,53.38848
1800SJH2851,Altrincham,,-2.345035,53.38903
1800SJQ0051,Altrincham,,-2.34727,53.38819
1800SJQ0061,Altrincham,,-2.348388,53.38723
1800SJR0321,Altrincham,,-2.347277,53.38744
1800SJR4931,Altrincham,,-2.347277,53.38744
1800SJT0841,Altrincham,,-2.351513,53.38505
1800SJT0851,Altrincham,,-2.348045284,53.38752685
1800SJT0861,Altrincham,,-2.349739,53.38694
1800ZZMAALT1,Altrincham,,-2.347193,53.38809
1800ZZMAALT2,Altrincham,,-2.347966,53.38707
1800EB00831,Ancoats,Manchester,-2.221244,53.47876
1800EB01531,Ancoats,Manchester,-2.215456,53.48121
1800EB02641,Ancoats,Manchester,-2.214929,53.48135
1800EB02651,Ancoats,Manchester,-2.215738,53.48046
1800EB02661,Ancoats,Manchester,-2.217119,53.47943
1800EB02671,Ancoats,Manchester,-2.217328,53.47907
1800EB04071,Ancoats,Manchester,-2.227424,53.48195
1800EB04851,Ancoats,Manchester,-2.212712,53.48097
1800EB06021,Ancoats,Manchester,-2.217523,53.48479
1800EB06481,Ancoats,Manchester,-2.212169,53.48087
1800EB06611,Ancoats,Manchester,-2.215954,53.48145
1800EB06761,Ancoats,Manchester,-2.225378,53.47697
1800EB15181,Ancoats,Manchester,-2.216669,53.47982
1800EB15211,Ancoats,Manchester,-2.216833,53.47951
1800EB17401,Ancoats,Manchester,-2.225309,53.48095
1800EB24341,Ancoats,Manchester,-2.230598,53.48648
1800EB24351,Ancoats,Manchester,-2.228248,53.48674
1800EB24371,Ancoats,Manchester,-2.229298,53.48298
1800EB24381,Ancoats,Manchester,-2.229795,53.48302
1800EB32011,Ancoats,Manchester,-2.22870773,53.48246431
1800EB32321,Ancoats,Manchester,-2.226428,53.4874
1800EB32331,Ancoats,Manchester,-2.225991,53.48734
1800EB32351,Ancoats,Manchester,-2.228864,53.4863
1800EB32371,Ancoats,Manchester,-2.2241,53.48021
1800EB32381,Ancoats,Manchester,-2.22389,53.48043
1800EB32461,Ancoats,Manchester,-2.216289,53.48218
1800EB35011,Ancoats,Manchester,-2.219809,53.47809
1800EBH0091,Ancoats,Manchester,-2.211428,53.48036
1800EBH0092,Ancoats,Manchester,-2.211428,53.48036
1800EBH0851,Ancoats,Manchester,-2.224209,53.4809
1800EBH0852,Ancoats,Manchester,-2.224209,53.4809
1800EBH0861,Ancoats,Manchester,-2.212466,53.47993
1800EBH0862,Ancoats,Manchester,-2.212466,53.47993
1800EBH0871,Ancoats,Manchester,-2.211526,53.47884
1800EBH0872,Ancoats,Manchester,-2.211526,53.47884
1800EBH0881,Ancoats,Manchester,-2.212848,53.47807
1800EBH0882,Ancoats,Manchester,-2.212848,53.47807
1800EBH0891,Ancoats,Manchester,-2.211353,53.47734
1800EBH0892,Ancoats,Manchester,-2.211353,53.47734
1800EBH0901,Ancoats,Manchester,-2.210972,53.47661
1800EBH0902,Ancoats,Manchester,-2.210972,53.47661
1800EBH1241,Ancoats,Manchester,-2.222133,53.47879
1800EBH1242,Ancoats,Manchester,-2.222133,53.47879
1800EBH1251,Ancoats,Manchester,-2.225273,53.47705
1800EBH1252,Ancoats,Manchester,-2.225273,53.47705
1800EBH1801,Ancoats,Manchester,-2.226343,53.47996
1800EBH1802,Ancoats,Manchester,-2.226343,53.47996
1800ARDWICK0,Ardwick,Manchester,-2.215153,53.47195
1800EB01501,Ardwick,Manchester,-2.215168,53.47512
1800EB02611,Ardwick,Manchester,-2.22412,53.46976
1800EB06211,Ardwick,Manchester,-2.215951,53.46606
1800EB06231,Ardwick,Manchester,-2.222792,53.4694
1800EB06251,Ardwick,Manchester,-2.218774,53.4672
1800EB06261,Ardwick,Manchester,-2.215061,53.46573
1800EB06581,Ardwick,Manchester,-2.217474,53.46923
1800EB33761,Ardwick,Manchester,-2.221257,53.47552
1800EB33771,Ardwick,Manchester,-2.220941,53.4756
1800EB33781,Ardwick,Manchester,-2.215456,53.47534
1800EB33791,Ardwick,Manchester,-2.211084,53.47491
1800EB33801,Ardwick,Manchester,-2.20997,53.475
1800EB33811,Ardwick,Manchester,-2.209337,53.47484
1800EB33821,Ardwick,Manchester,-2.207785,53.4749
1800EB34171,Ardwick,Manchester,-2.228426,53.47222
1800EB34191,Ardwick,Manchester,-2.226436,53.47182
1800EB34201,Ardwick,Manchester,-2.225031,53.47123
1800EB34221,Ardwick,Manchester,-2.220746,53.46982
1800EB34231,Ardwick,Manchester,-2.221077,53.46978
1800EB34241,Ardwick,Manchester,-2.217186,53.46903
1800EB34251,Ardwick,Manchester,-2.213674,53.46855
1800EB34261,Ardwick,Manchester,-2.215076,53.46879
1800EB34271,Ardwick,Manchester,-2.213989,53.4684
1800EB34281,Ardwick,Manchester,-2.211894,53.46809
1800EB34291,Ardwick,Manchester,-2.210809,53.4679
1800EB34301,Ardwick,Manchester,-2.210312,53.46793
1800EB34961,Ardwick,Manchester,-2.216431,53.47449
1800EB34971,Ardwick,Manchester,-2.216595,53.47425
1800EB34981,Ardwick,Manchester,-2.217597,53.47574
1800EBH0451,Ardwick,Manchester,-2.215728,53.4696
1800EBH0452,Ardwick,Manchester,-2.215728,53.4696
1800EBH0731,Ardwick,Manchester,-2.217761,53.46937
1800EBH1651,Ardwick,Manchester,-2.220918,53.47401
1800EBH2011,Ardwick,Manchester,-2.215766,53.47113
1800EBR1161,Ardwick,Manchester,-2.213552,53.47124
1800EBT0391,Ardwick,Manchester,-2.223034,53.46955
1800SB32891,Arrowfield Estate,Chorlton,-2.264788,53.43505
1800SB32901,Arrowfield Estate,Chorlton,-2.264517,53.43489
1800SB32911,Arrowfield Estate,Chorlton,-2.262,53.43692
1800SB32921,Arrowfield Estate,Chorlton,-2.261623,53.43682
1800SB32931,Arrowfield Estate,Chorlton,-2.259177,53.43801
1800SB33131,Arrowfield Estate,Chorlton,-2.264648,53.43432
1800SB33141,Arrowfield Estate,Chorlton,-2.262188,53.43317
1800SB33151,Arrowfield Estate,Chorlton,-2.262263,53.43309
1800SB33161,Arrowfield Estate,Chorlton,-2.260572,53.43236
1800SB33171,Arrowfield Estate,Chorlton,-2.257839,53.43339
1800SBH0151,Arrowfield Estate,Chorlton,-2.260043,53.43197
1800SBH0152,Arrowfield Estate,Chorlton,-2.260043,53.43197
1800SBH1031,Arrowfield Estate,Chorlton,-2.25991,53.43474
1800SBH1032,Arrowfield Estate,Chorlton,-2.25991,53.43474
